id,data,label
54844,<entry1>  [SC] Rod Stewart - The Tears of Hercules - PO - OCT 2021  <entry2> <artistName>  210  <trackName>  210,0
54845,<entry1>  [SC] Rod Stewart - The Tears of Hercules - PO - OCT 2021  <entry2> <artistName>  Rod Stewart  <trackName>  Three Time Loser,0
54846,<entry1>  [SC] Rod Stewart - The Tears of Hercules - PO - OCT 2021  <entry2> <artistName>  Rod Stewart  <trackName>  Ten Days Of Rain,0
54847,<entry1>  [SC] Rod Stewart - The Tears of Hercules - PO - OCT 2021  <entry2> <artistName>  The Trews  <trackName>  The Pearl,0
54848,<entry1>  [SC] Rod Stewart - The Tears of Hercules - PO - OCT 2021  <entry2> <artistName>  Rod Stewart  <trackName>  Tear It Up,0
54849,<entry1>  [SC] Rod Stewart - The Tears of Hercules - PO - OCT 2021  <entry2> <artistName>  Rod Stewart  <trackName>  Heart Is On The Line,0
54850,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  210  <trackName>  Bush,0
54851,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  210  <trackName>  210,0
54852,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  Khid  <trackName>  Ohi,0
54853,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  Bush  <trackName>  Insect Kin,0
54854,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  Bush  <trackName>  The Edge Of Love,0
54855,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  Sia  <trackName>  Tour Bus,0
54856,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  210  <trackName>  117,0
54857,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  Bush  <trackName>  Alien,0
54858,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  Bush  <trackName>  Float,0
54859,<entry1>  [SC] Bushido - Bushido - ALB - Nov 2021  <entry2> <artistName>  Bush  <trackName>  The Kingdom,0
54860,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0
54861,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  ARLO  <trackName>  Lucid,0
54862,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  ARLO  <trackName>  Nomad,0
54863,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  ALMA  <trackName>  Mama,0
54864,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  Charo  <trackName>  La Mojada,0
54865,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  Carlos  <trackName>  La Smala,0
54866,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  Carlo  <trackName>  Got Ya,0
54867,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  Riot  <trackName>  Narita,0
54868,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  210  <trackName>  Adult,0
54869,<entry1>  [VD] Carlota Mad - explicita - SGL - NOV 2021  <entry2> <artistName>  Lot  <trackName>  Darth Vader,0
54870,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Mars  <trackName>  Bionic,0
54871,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Bruno Mars  <trackName>  Who Is,0
54872,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0
54873,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Bruno Mars  <trackName>  The Lazy Song,0
54874,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Bruno Mars  <trackName>  Dancing with the Stars,0
54875,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Mars  <trackName>  Come With Me,0
54876,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Bruno Mars  <trackName>  It Will Rain,0
54877,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Mars  <trackName>  Look On Her Face,0
54878,<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Mars  <trackName>  Let It Show,0
54879,"<entry1>  [SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - PO - NOV 2021  <entry2> <artistName>  Diana Kovaľová, Martin Schreiner, Giovanni Ricci, Julia Kramárová, Timotej Májský, Lucie Bikárová, Dominika Lukešová, Michal Šafrata, Esther Lubadika, Barbora Piešová  <trackName>  The Scientist",0
54880,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  Neil Young  <trackName>  Alabama / Campaigner / Ohio / The Times They Are A-Changin’ / Lookin' for a Leader – 2020 / Southern Man / Little Wing (Medley),0
54881,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  Neil Young  <trackName>  Crazy,0
54882,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  ORS  <trackName>  Headin' West,0
54883,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  C WEST  <trackName>  West,0
54884,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  ORS  <trackName>  Intro,0
54885,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  Neil Young  <trackName>  Intro,0
54886,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  Neil Young  <trackName>  Hoser Editing,0
54887,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  RA  <trackName>  Hong,0
54888,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  ORS  <trackName>  Stay,0
54889,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  ORS  <trackName>  Doin Me,0
54890,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  LINA  <trackName>  LI,0
54891,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  LINA  <trackName>  LINA,0
54892,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Petal  <trackName>  Shy,0
54893,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Ash  <trackName>  Theres A Star,0
54894,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Etta  <trackName>  Syö,0
54895,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  LINA  <trackName>  LIN,0
54896,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  LINA  <trackName>  LINALI,0
54897,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Etta  <trackName>  FML,0
54898,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Tilu  <trackName>  Ilu,0
54899,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Ash  <trackName>  Projects,0
54900,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Jefe,1
54901,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Raf  <trackName>  Eva,0
54902,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Aïcha,0
54903,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  TTR,0
54904,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Rose,0
54905,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Vrais,0
54906,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  CHE  <trackName>  Scar,0
54907,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  RER D,0
54908,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Chino,0
54909,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Sea  <trackName>  Drive,0
54910,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  YAYO  <trackName>  Yolo,0
54911,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Indy  <trackName>  Intro,0
54912,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  DEDO  <trackName>  Intro,0
54913,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Hate  <trackName>  Venom,0
54914,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  YAYO  <trackName>  Timer,0
54915,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  TEEN  <trackName>  Pretend,0
54916,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  LOTI  <trackName>  The End,0
54917,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  VOLA  <trackName>  Smartfriend,0
54918,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Vola  <trackName>  Smartfriend,0
54919,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Enzo  <trackName>  Ya No Puedo Más,0
54920,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  RA  <trackName>  Bolo,0
54921,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Tu,0
54922,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Boosta  <trackName>  Boosta: Diva,0
54923,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  STN  <trackName>  Top,0
54924,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Ti amo,0
54925,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Il battito animale,0
54926,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  RA  <trackName>  Hong,0
54927,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  RA  <trackName>  Hop Wei Boys,0
54928,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Gloria,0
54929,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Notte rosa,0
54930,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Mastodon  <trackName>  Pushing the Tides,1
54931,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Mastodon  <trackName>  The Bit,0
54932,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Mastodon  <trackName>  The Beast,0
54933,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  The Time  <trackName>  The Bird,0
54934,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Omar  <trackName>  Stop,0
54935,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Omar  <trackName>  Sing,0
54936,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  WAR  <trackName>  Spill The Wine,0
54937,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  War  <trackName>  Spill The Wine,0
54938,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Genesis  <trackName>  In The Rapids,0
54939,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  War  <trackName>  Happiness,0
54940,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  The Fog,0
54941,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  210  <trackName>  210,0
54942,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  The Rain,0
54943,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Motörhead  <trackName>  Motörhead,0
54944,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Motörhead  <trackName>  Motorhead,0
54945,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  Touch,0
54946,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  Plead,0
54947,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  A Headline,0
54948,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  All The Way Down,0
54949,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  That Golden Rule,0
54950,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  GAYLE  <trackName>  abcdefu,1
54951,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  ABC  <trackName>  Tin Pan Alley,0
54952,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Snada  <trackName>  Doa,0
54953,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Wale  <trackName>  Bait,0
54954,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Wale  <trackName>  Bad,0
54955,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Wale  <trackName>  DNA,0
54956,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  ATB  <trackName>  Alcarda,0
54957,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  ABC  <trackName>  Do konca swiata,0
54958,"<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Diana Kovaľová, Martin Schreiner, Giovanni Ricci, Julia Kramárová, Timotej Májský, Lucie Bikárová, Dominika Lukešová, Michal Šafrata, Esther Lubadika, Barbora Piešová  <trackName>  Tancis sama",0
54959,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Candy  <trackName>  Candy Says,0
54960,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Karl Killing  <trackName>  friday nights,1
54961,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Faria  <trackName>  Karma,0
54962,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Ri  <trackName>  My riga,0
54963,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  KARI  <trackName>  War,0
54964,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  illion  <trackName>  Illion - Banka,0
54965,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  NIIGHTS  <trackName>  Segue,0
54966,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  NIIGHTS  <trackName>  Trees,0
54967,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Lights  <trackName>  White,0
54968,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Lights  <trackName>  Real Thing,0
54969,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  illion  <trackName>  DANCE,0
54970,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Hoy no,0
54971,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0
54972,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  En el aire,0
54973,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Alma  <trackName>  Ivre,0
54974,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Tentación,0
54975,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Dalsi Level,0
54976,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Ey,0
54977,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Gde Ste?,0
54978,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Slovak,0
54979,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Rosada,0
54980,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Eraser",0
54981,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  210  <trackName>  210",0
54982,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Greed",0
54983,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Feels",0
54984,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Edoras",0
54985,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Cheerleader",0
54986,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  RA  <trackName>  Leary Sophie",0
54987,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Homeless",0
54988,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  2step",0
54989,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  The Eagles",0
54990,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Brilliant Adventure,1
54991,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  Raven  <trackName>  20/21,0
54992,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Nature Boy,0
54993,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Win,0
54994,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0
54995,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Art Decade,0
54996,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Ballad Of The Adventurers,0
54997,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Seven,0
54998,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  I Can't Read,0
54999,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  All The Madmen,0
55000,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Hoy no,0
55001,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0
55002,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Si pasa o no,0
55003,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Rosada,0
55004,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Slovak,0
55005,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Nueve días,0
55006,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  No me salves,0
55007,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Entrevista,0
