index,entry,combineScore,trueLabel
74.0,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  RA  <trackName>  Hong,0.75,0.0
78.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  LINA  <trackName>  LINA,0.0,0.0
79.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Petal  <trackName>  Shy,0.7350000000000001,0.0
80.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Ash  <trackName>  Theres A Star,0.71,0.0
81.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Etta  <trackName>  Syö,0.71,0.0
82.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  LINA  <trackName>  LIN,0.71,0.0
83.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  LINA  <trackName>  LINALI,0.625,0.0
84.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Etta  <trackName>  FML,0.71,0.0
85.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Tilu  <trackName>  Ilu,0.71,0.0
86.0,<entry1>  N006380 - Multiplica - Mujeres y Petas  <entry2> <artistName>  Ash  <trackName>  Projects,0.65,0.0
88.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Raf  <trackName>  Eva,0.665,0.0
89.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Aïcha,0.835,0.0
90.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  TTR,0.835,0.0
91.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Rose,0.75,0.0
92.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Vrais,0.7,0.0
93.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  CHE  <trackName>  Scar,0.775,0.0
94.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  RER D,0.7,0.0
95.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Chino,0.7849999999999999,0.0
96.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Sea  <trackName>  Drive,0.7,0.0
97.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  YAYO  <trackName>  Yolo,0.75,0.0
98.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Indy  <trackName>  Intro,0.675,0.0
99.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  DEDO  <trackName>  Intro,0.675,0.0
100.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Hate  <trackName>  Venom,0.675,0.0
101.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  YAYO  <trackName>  Timer,0.675,0.0
102.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  TEEN  <trackName>  Pretend,0.6599999999999999,0.0
103.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  LOTI  <trackName>  The End,0.6599999999999999,0.0
104.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  VOLA  <trackName>  Smartfriend,0.65,0.0
105.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Vola  <trackName>  Smartfriend,0.65,0.0
106.0,<entry1>  [VD] Y yo latiendo - SGL - NOV 2021 (2)  <entry2> <artistName>  Enzo  <trackName>  Ya No Puedo Más,0.64,0.0
108.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Tu,0.75,0.0
109.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Boosta  <trackName>  Boosta: Diva,0.75,0.0
110.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  STN  <trackName>  Top,0.7350000000000001,0.0
111.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Ti amo,0.75,0.0
112.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Il battito animale,0.75,0.0
113.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  RA  <trackName>  Hong,0.75,0.0
114.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  RA  <trackName>  Hop Wei Boys,0.715,0.0
115.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Gloria,0.75,0.0
116.0,<entry1>  YT - Jubël at fotografiska - BOOST  <entry2> <artistName>  Raf  <trackName>  Notte rosa,0.7,0.0
119.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Mastodon  <trackName>  The Beast,0.835,0.0
120.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  The Time  <trackName>  The Bird,0.815,0.0
121.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Omar  <trackName>  Stop,0.75,0.0
122.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Omar  <trackName>  Sing,0.75,0.0
123.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  WAR  <trackName>  Spill The Wine,0.8200000000000001,0.0
124.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  War  <trackName>  Spill The Wine,0.8200000000000001,0.0
125.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Genesis  <trackName>  In The Rapids,0.77,0.0
126.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  War  <trackName>  Happiness,0.78,0.0
128.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  210  <trackName>  210,0.0,0.0
129.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  The Rain,0.81,0.0
130.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Motörhead  <trackName>  Motörhead,0.0,0.0
131.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Motörhead  <trackName>  Motorhead,0.78,0.0
132.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  Touch,0.8,0.0
133.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  Plead,0.8,0.0
134.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  A Headline,0.7949999999999999,0.0
135.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  All The Way Down,0.75,0.0
136.0,<entry1>  2021 Biffy Clyro - TMOTHEA GDN  <entry2> <artistName>  Biffy Clyro  <trackName>  That Golden Rule,0.79,0.0
138.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  ABC  <trackName>  Tin Pan Alley,0.73,0.0
139.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Snada  <trackName>  Doa,0.7350000000000001,0.0
140.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Wale  <trackName>  Bait,0.5,0.0
141.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Wale  <trackName>  Bad,0.71,0.0
142.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Wale  <trackName>  DNA,0.71,0.0
143.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  ATB  <trackName>  Alcarda,0.62,0.0
144.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  ABC  <trackName>  Do konca swiata,0.715,0.0
145.0,"<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Diana Kovaľová, Martin Schreiner, Giovanni Ricci, Julia Kramárová, Timotej Májský, Lucie Bikárová, Dominika Lukešová, Michal Šafrata, Esther Lubadika, Barbora Piešová  <trackName>  Tancis sama",0.28,0.0
146.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  Candy  <trackName>  Candy Says,0.6950000000000001,0.0
148.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Faria  <trackName>  Karma,0.7,0.0
149.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Ri  <trackName>  My riga,0.7849999999999999,0.0
150.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  KARI  <trackName>  War,0.71,0.0
151.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  illion  <trackName>  Illion - Banka,0.735,0.0
152.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  NIIGHTS  <trackName>  Segue,0.73,0.0
153.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  NIIGHTS  <trackName>  Trees,0.73,0.0
154.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Lights  <trackName>  White,0.54,0.0
155.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Lights  <trackName>  Real Thing,0.715,0.0
156.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  illion  <trackName>  DANCE,0.715,0.0
157.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Hoy no,0.835,0.0
158.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0.0,0.0
159.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  En el aire,0.75,0.0
160.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Alma  <trackName>  Ivre,0.75,0.0
161.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Tentación,0.78,0.0
162.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Dalsi Level,0.725,0.0
163.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Ey,0.75,0.0
164.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Gde Ste?,0.69,0.0
165.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Slovak,0.75,0.0
166.0,<entry1>  [DS] Vanesa Martín - 7 Veces Si Reedición - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Rosada,0.665,0.0
168.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  210  <trackName>  210",0.0,0.0
169.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Greed",0.8,0.0
170.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Feels",0.8,0.0
171.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Edoras",0.75,0.0
172.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Cheerleader",0.74,0.0
173.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  RA  <trackName>  Leary Sophie",0.7949999999999999,0.0
174.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  Homeless",0.75,0.0
175.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  2step",0.7,0.0
176.0,"<entry1>  2021 Ed Sheeran - """"="""" Release  <entry2> <artistName>  Ed Sheeran  <trackName>  The Eagles",0.72,0.0
178.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  Raven  <trackName>  20/21,0.845,0.0
179.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Nature Boy,0.8,0.0
180.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Win,0.835,0.0
181.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0.0,0.0
182.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Art Decade,0.8,0.0
183.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Ballad Of The Adventurers,0.8,0.0
184.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Seven,0.8,0.0
185.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  I Can't Read,0.79,0.0
186.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  All The Madmen,0.75,0.0
187.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Hoy no,0.835,0.0
188.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0.0,0.0
189.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Si pasa o no,0.79,0.0
190.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Rosada,0.75,0.0
191.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vec  <trackName>  Slovak,0.75,0.0
192.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Nueve días,0.75,0.0
193.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  No me salves,0.65,0.0
194.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Entrevista,0.75,0.0
195.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Que no,0.75,0.0
196.0,<entry1>  [SC] Vanesa Martín - Siete veces sí - PO - NOV 2021  <entry2> <artistName>  Vanesa Martín  <trackName>  Me voy,0.75,0.0
197.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Leto  <trackName>  20/21,0.8200000000000001,0.0
198.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Venom  <trackName>  Venom,0.0,0.0
199.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  210  <trackName>  210,0.0,0.0
200.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Rosendo  <trackName>  En el chino,0.8200000000000001,0.0
201.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Rosendo  <trackName>  Ven y ve,0.81,0.0
202.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Rosendo  <trackName>  Entredientes,0.665,0.0
203.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Rosendo  <trackName>  Unos Golpes De Cincel,0.76,0.0
204.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Rosendo  <trackName>  No son gigantes,0.63,0.0
205.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Rosendo  <trackName>  El Uno Por Cien,0.735,0.0
206.0,<entry1>  [SC] Gen Dro Cines (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  SEVEN  <trackName>  YES,0.7350000000000001,0.0
208.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Boosta  <trackName>  Boosta: Diva,0.75,0.0
209.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Diaa  <trackName>  Satu,0.71,0.0
210.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Diaa  <trackName>  Dia,0.71,0.0
211.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  BLOO  <trackName>  Bloo Story,0.71,0.0
212.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Boosta  <trackName>  Boosta: Daimon,0.72,0.0
213.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Boosta  <trackName>  Boosta: Fiducia,0.7050000000000001,0.0
214.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  BLOO  <trackName>  Drama,0.575,0.0
215.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Ire  <trackName>  Osos de Colores,0.61,0.0
216.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Aria  <trackName>  99 Red Balloons,0.64,0.0
