id,data,label
55887,"<entry1>  Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA]  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55888,<entry1>  Atln - Jasmine Thompson - Love Is Just A Word ft. Calum Scott - P1 - R - 0062L00000WCTxSQAX  <entry2> <artistName>  Jasmine Thompson and Calum Scott  <trackName>  love is just a word,1
55889,<entry1>  WrCa - Amaal - Milly - P1 - R - 0062L00000WCE2ZQAX (Selfish Official Music Video) [Canada]  <entry2> <artistName>  Amaal  <trackName>  Heaven,0
55890,<entry1>  [Ride The Lightning] WrRE - Warren Zeiders - Artist Development - P3 - R - 0062L00000WC9ZiQAL [United States]  <entry2> <artistName>  Warren Zeiders  <trackName>  Ride the Lightning,0
55891,<entry1>  Eltr  - Avril Lavigne - Bite Me - P1 - R - 0062L00000WCTAAQA5 [United States]  <entry2> <artistName>  Avril Lavigne  <trackName>  Bite Me,1
55892,<entry1>  [The Man Himself] WrCa - Gang of Youths - Man Himself + album pre-order - P1 - R - 0062L00000WCnU7QAL [Canada]  <entry2> <artistName>  Gang Of Youths  <trackName>  the man himself,1
55893,<entry1>  Elektra: Cobra Starship - Beautiful Life/Vinyl Pre-Order [FB Boosted]  <entry2> <artistName>  Cobra Starship  <trackName>  Beautiful Life,1
55894,<entry1>  [FB/IG] Atln - Ckay - Love Nwantiti (North African Remix) [Music Video] - P1 - R - 0062L00000WCfDAQA1 [United States]  <entry2> <artistName>  CKay  <trackName>  love nwantiti (feat. ElGrande Toto) [North African Remix],1
55895,<entry1>  WrRE - David Sabastian - Sista [EP] - P1 - R - 0062L00000WCSR5QAP [IG] [USA]  <entry2> <artistName>  David Sabastian  <trackName>  Bad Bih Holiday,0
55896,"<entry1>  [Phase 1] [IG/IGS Silk Sonic's page] Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA] (IG/IGS SS)  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55897,<entry1>  [IG Reels] [Phase 2] Atln - Charlotte Cardin - Phoenix - P1 - R - 0062L00000VI3m4QAD  <entry2> <artistName>  Charlotte Cardin  <trackName>  Scorpio Season,0
55898,<entry1>  [IGS] [Phase 2] Atln - Charlotte Cardin - Phoenix - P1 - R - 0062L00000VI3m4QAD  <entry2> <artistName>  Charlotte Cardin  <trackName>  Scorpio Season,0
55899,<entry1>  WrNa - Gabby Barrett - Goldmine Deluxe [Album Pre-order] + Pick Me Up - P1 - R - 0062L00000WCCgSQAX - [USA]  <entry2> <artistName>  Gabby Barrett  <trackName>  Pick Me Up,1
55900,<entry1>  [IGS/IGR] Atln - Ckay - Love Nwantiti (North African Remix) [Music Video] - P1 - R - 0062L00000WCfDAQA1 [United States]  <entry2> <artistName>  CKay  <trackName>  love nwantiti (feat. ElGrande Toto) [North African Remix],1
55901,<entry1>  [IGR] WrRE - WHOKILLEDXIX - Mondays! (ft. Pussy Riot) - P1 - R - 0062L00000VJI5QQAX  <entry2> <artistName>  WHOKILLEDXIX  <trackName>  Mondays! (feat. Pussy Riot),1
55902,<entry1>  [IG/IGS] WrRE - WHOKILLEDXIX - Mondays! (ft. Pussy Riot) - P1 - R - 0062L00000VJI5QQAX  <entry2> <artistName>  WHOKILLEDXIX  <trackName>  Mondays! (feat. Pussy Riot),1
55903,<entry1>  WrRE - Mother Mother - LIFE - P1 - R - 0062L00000WCYBOQA5 [United States]  <entry2> <artistName>  Mother Mother  <trackName>  Life,1
55904,<entry1>  WrNa - Gabby Barrett - Goldmine Deluxe [Album Pre-order] + Pick Me Up - P1 - IG Boosted Post - 0062L00000WCCgSQAX - [USA] - Copy  <entry2> <artistName>  Gabby Barrett  <trackName>  Pick Me Up,1
55905,<entry1>  WrAu - Tiesto - The Motto feat. Ava Max - P1 - R - 0062L00000WChpjQAD [Ava Max]  <entry2> <artistName>  Tiësto & Ava Max  <trackName>  The Motto,1
55906,<entry1>  WrAu - Tiesto - The Motto feat. Ava Max - P1 - R - 0062L00000WChpjQAD [Tiesto]  <entry2> <artistName>  Tiësto & Ava Max  <trackName>  The Motto,1
55907,<entry1>  Elektra: Cobra Starship - Beautiful Life/Vinyl Pre-Order [IG Boosted]  <entry2> <artistName>  Cobra Starship  <trackName>  Beautiful Life,1
55908,<entry1>  BgBt - Minelli - Nothing Hurts - P1 - R - 0062L00000WCtOTQA1 [United States]  <entry2> <artistName>  Minelli  <trackName>  Nothing Hurts,1
55909,<entry1>  Warner Music Ireland: Rod Stewart - The Tears of Hercules  <entry2> <artistName>  Rod Stewart  <trackName>  Hold On,0
55910,<entry1>  Eltr  - Avril Lavigne - Bite Me [IG Boosted Post - Core Fans] - P1 - R - 0062L00000WCTAAQA5 [United States]  <entry2> <artistName>  Avril Lavigne  <trackName>  Bite Me,1
55911,"<entry1>  [Phase 1] [IGR Silk Sonic's page] Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA] - IGR  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55912,"<entry1>  WrIe - Silk Sonic - Silk Sonic – An Evening with Silk Sonic (Album) - P1 - R - 0062L00000WCVqnQAH  [Ireland]  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55913,<entry1>  Atln - Jasmine Thompson - Love Is Just A Word ft. Calum Scott - P1 - R - 0062L00000WCTxSQAX [United States]  <entry2> <artistName>  Jasmine Thompson and Calum Scott  <trackName>  love is just a word,1
55914,<entry1>  [FB/IG] [Phase 2] Atln - Charlotte Cardin - Phoenix - P1 - R - 0062L00000VI3m4QAD  <entry2> <artistName>  Charlotte Cardin  <trackName>  Scorpio Season,0
55915,<entry1>  Rhno - Wale - Ambition [10th Anniversary] - P1 - R - 0062L00000WCtZlQAL [United States]  <entry2> <artistName>  Wale  <trackName>  Lotus Flower Bomb,0
55916,"<entry1>  [Phase 1] [FB Bruno Mars' page] Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA] - Bruno FB  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55917,"<entry1>  [France] WrWW - Silk Sonic - New single + Album [FB/IG/IGS] - P1 - R - 0062L00000WCQp3QAH  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55918,<entry1>  BgBt - Minelli - Nothing Hurts - P1 - R - 0062L00000WCtOTQA1 [United States]  <entry2> <artistName>  Minelli  <trackName>  Nothing Hurts,1
55919,<entry1>  BgBt - Robin Schulz - Young Right Now (feat. Dennis Lloyd) - P1 - R - 0062L00000WCn2JQAT [USA]  <entry2> <artistName>  Robin Schulz & Dennis Lloyd  <trackName>  Young Right Now,1
55920,"<entry1>  [Phase 1] Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA]  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55921,<entry1>  BgBt - Joel Corry - I Wish ft. Mabel - P1 - R - 0062L00000WCBYrQAP [USA]  <entry2> <artistName>  Joel Corry  <trackName>  I Wish,1
55922,<entry1>  WrCa - Ashnikko - Panic Attacks In Paradise [Re-Spend] - P1 - R - 0062L00000WComYQAT [Canada]  <entry2> <artistName>  Ashnikko  <trackName>  Panic Attacks in Paradise,1
55923,<entry1>  WrRE - David Sabastian - Sista [EP] - P1 - R - 0062L00000WCSR5QAP [USA]  <entry2> <artistName>  David Sabastian  <trackName>  Bad Bih Holiday,0
55924,"<entry1>  WrIe - Silk Sonic - Silk Sonic – An Evening with Silk Sonic (Album) - P1 - R - 0062L00000WCVqnQAH  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55925,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Minneapolis]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55926,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Grand Rapids]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55927,<entry1>  WrIe - Avril Lavigne - Bite Me - P1 - R - 0062L00000WCoQVQA1 [Ireland]  <entry2> <artistName>  Avril Lavigne  <trackName>  Bite Me,1
55928,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Milwaukee]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55929,<entry1>  Atln - Brynn Elliott - Breathe - P1 - R - 0062L00000WCU3pQAH  <entry2> <artistName>  Brynn Elliott  <trackName>  Breathe,1
55930,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Kansas City]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55931,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Fresno] [DRAFT]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55932,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Seattle]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55933,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Vegas]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55934,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [Ft. Wayne]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55935,<entry1>  WrCa - GAYLE - abcdedfu - P1 - R - 0062L00000WCdrmQAD [Canada]  <entry2> <artistName>  GAYLE  <trackName>  abcdefu,1
55936,"<entry1>  [Phase 1] [Audio]  Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA]  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55937,<entry1>  Elektra: Skillet - Surviving the Game [Radio] [El Paso]  <entry2> <artistName>  Skillet  <trackName>  Surviving The Game,1
55938,<entry1>  Elektra: Cobra Starship - Beautiful Life/Vinyl Pre-Order  <entry2> <artistName>  Cobra Starship  <trackName>  Beautiful Life,1
55939,"<entry1>  [Phase 1] [Video] Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA]  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55940,<entry1>  WrRE - David Sabastian - Sista [EP] - P1 - R - 0062L00000WCSR5QAP [USA]  <entry2> <artistName>  David Sabastian  <trackName>  Bad Bih Holiday,0
55941,<entry1>  [Boost 5] WrRE - Bryce Vine - Miss You a Little - P2 - R - 0062L00000VHNoaQAH  [USA]  <entry2> <artistName>  Bryce Vine  <trackName>  Miss You A Little,1
55942,"<entry1>  [Phase 1] Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA]  <entry2> <artistName>  Bruno Mars, Anderson .Paak, Silk Sonic  <trackName>  Smoking Out The Window",0
55943,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  Ash  <trackName>  Embers,0
55944,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  gnash  <trackName>  us,0
55945,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  Ash  <trackName>  Burn Out,0
55946,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  Ash  <trackName>  Get Out,0
55947,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  War  <trackName>  War,0
55948,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  WAR  <trackName>  War,0
55949,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  WAR  <trackName>  The MUSIC BAND,0
55950,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  War  <trackName>  The MUSIC BAND,0
55951,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  gnash  <trackName>  papi,0
55952,<entry1>  [A] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH  <entry2> <artistName>  Ash  <trackName>  The Scream,0
55953,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  A36  <trackName>  BLOCK,1
55954,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  13 Block  <trackName>  Vide,0
55955,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  DEDO  <trackName>  Am Block,0
55956,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  Marea  <trackName>  Marea,0
55957,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  A36  <trackName>  AREA 36 Trailer,0
55958,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  Area  <trackName>  Tic e tac,0
55959,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  A36  <trackName>  Givi,0
55960,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  13 Block  <trackName>  Beleck,0
55961,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  Lido  <trackName>  Dye,0
55962,<entry1>  YT - A36 - AREA 36 - Block - Preroll - Mot video  <entry2> <artistName>  BLOO  <trackName>  RAP,0
55963,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  210  <trackName>  210,0
55964,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  Sia  <trackName>  Lab,0
55965,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  Sio  <trackName>  blu,0
55966,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  Sia  <trackName>  Two,0
55967,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  210  <trackName>  117,0
55968,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  Sia  <trackName>  1+1,0
55969,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  KSI  <trackName>  idk,0
55970,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  Silky  <trackName>  Sticks and Stones,0
55971,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  Sia  <trackName>  Music,0
55972,<entry1>  Silk Sonic - Album Clip SOTW - 2k€ -121121  <entry2> <artistName>  KSI  <trackName>  I LIKE SPORTS,0
55973,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Joni Mitchell  <trackName>  Marcie,0
55974,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Machi  <trackName>  Machi,0
55975,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Machi  <trackName>  Machi,0
55976,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Joni Mitchell  <trackName>  River,0
55977,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Joni Mitchell  <trackName>  Be Cool,0
55978,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Joni Mitchell  <trackName>  Hana,0
55979,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  CHE  <trackName>  Scar,0
55980,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Itch  <trackName>  Bruises,0
55981,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Michel  <trackName>  Nachav,0
55982,<entry1>  Rhno - Joni Mitchell - Archives Vol. 2 - P1 - M - 0062L00000WCD9ZQAX - [USA]  <entry2> <artistName>  Joni Mitchell  <trackName>  Jericho,0
55983,<entry1>  [DS] Gen Dro Cine (Rosendo) - Evento - NOV 2021  <entry2> <artistName>  Venom  <trackName>  Venom,0
