index,value
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,1
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,1
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,1
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,1
998,0
999,0
23402,1
23403,1
23404,1
23405,1
23406,1
23407,1
23408,1
23409,1
23411,1
23462,1
23482,1
23512,1
23592,1
23662,1
23681,0
23722,1
23752,1
23782,0
23832,1
23833,1
23926,1
23952,1
23962,1
24012,1
24022,1
24032,1
24052,1
24082,1
24102,1
24112,1
24132,1
24142,1
24172,1
24192,1
24212,1
24252,1
24262,1
24272,1
24273,0
24302,1
24372,1
24382,1
24392,1
24402,1
24432,1
24482,1
24512,1
24532,1
24545,0
24572,1
24592,1
24602,1
24623,1
24642,1
24644,1
24692,1
24732,1
24742,1
24752,1
24762,1
24772,1
24782,1
24826,0
24884,0
24922,1
24953,1
24954,1
24955,1
24956,1
24960,1
24962,1
24964,1
24967,1
24973,1
24978,1
24980,1
24986,1
24989,1
24993,1
24995,1
24996,1
24997,1
25001,1
25002,1
25004,1
25005,1
25006,1
25007,1
25008,1
25034,1
25053,1
25064,1
25073,1
25084,1
25110,1
25123,1
25200,1
25201,1
25230,1
25240,1
25250,1
25290,1
25294,1
25321,1
25330,1
25340,1
25350,1
25360,1
25410,1
25480,1
25500,1
25510,1
25570,1
25578,1
25590,1
25640,1
25660,1
25700,1
25800,1
25860,1
25897,1
25920,1
25930,1
25940,1
25954,1
25964,1
25980,1
25990,1
26000,1
26030,1
26031,1
26040,1
26041,1
26050,1
26060,1
26070,1
26090,1
26091,1
26100,1
26110,1
26111,1
26143,0
26175,0
26210,1
26230,1
26240,1
26260,1
26285,0
26290,1
26300,1
26310,1
26340,1
26341,1
26350,1
26351,1
26360,1
26361,1
26370,1
26380,1
26390,1
26423,0
26460,1
26470,1
26500,1
26510,1
26570,1
26680,1
26700,1
26710,1
26720,1
26730,1
26780,1
26790,0
26800,1
26801,1
26820,1
26834,1
26835,1
26837,1
26838,1
26840,1
26841,1
26882,1
26902,1
26912,1
26922,1
26932,1
26952,1
26962,1
26963,1
26972,1
26982,1
26992,1
27023,1
27033,1
27042,1
27052,1
27062,1
27072,1
27073,1
27082,1
27092,1
27102,1
27105,1
27112,1
27182,1
27212,1
27262,1
27272,1
27282,1
27292,1
27293,1
27302,1
27312,1
27313,1
27402,1
27482,1
27600,0
27642,1
27672,1
27682,1
27812,1
27822,1
27832,1
27922,1
28012,1
28072,1
28082,1
28092,1
28134,1
28164,1
28174,1
28184,1
28194,1
28214,1
28304,1
28314,1
28334,1
28335,1
28354,1
28574,1
28594,1
28614,1
28624,1
28634,1
28644,1
28654,1
28664,1
28694,1
28714,1
28724,1
28734,1
28744,1
28764,1
28784,1
28814,1
28824,1
28854,1
28855,1
28864,1
28865,1
28874,1
28875,1
28894,1
28915,1
28916,1
28917,1
28918,1
28920,1
28921,1
28923,1
28924,1
28936,1
28966,1
28986,1
29026,1
29036,1
29046,1
29129,0
29147,0
29196,1
29236,1
29246,1
29366,1
29376,1
29410,1
29416,1
29417,1
29419,1
29421,1
29423,1
29426,1
29427,1
29428,1
29430,1
29432,1
29433,1
29437,1
29439,1
29441,1
29442,1
29444,1
29447,1
29455,1
29458,1
29459,1
29460,1
29461,1
29467,1
29468,1
29471,1
29472,1
29473,1
29478,1
29479,1
29484,1
29485,1
29493,1
29494,1
29495,1
29498,1
29500,1
29501,1
29502,1
29503,1
29504,1
29505,1
29509,1
29510,1
29511,1
29514,1
29525,1
29535,1
29545,1
29565,1
29566,1
29575,1
29595,1
29615,1
29625,1
29626,1
29665,1
29675,1
29725,1
29735,1
29745,1
29755,1
29776,0
29780,0
29805,1
29806,1
29826,0
29830,0
29835,1
29845,1
29856,0
29860,0
29866,0
29870,0
29895,1
29915,1
29986,0
29990,0
30025,1
30026,1
30035,1
30045,1
30085,1
30105,1
30135,1
30136,1
30145,1
30155,1
30206,1
30216,1
30300,0
30305,1
30325,1
30395,1
30396,1
30415,1
30422,1
30425,1
30435,1
30455,1
30475,1
30485,1
30486,1
30555,1
30556,1
30565,1
30725,1
30735,1
30745,1
30755,1
30855,1
30891,1
30897,1
30975,1
30985,1
31035,1
31065,1
31105,1
31125,1
31135,1
31155,1
31170,1
31171,1
31175,1
31179,1
31180,1
31186,1
31187,1
31189,1
31192,1
31195,1
31196,1
31202,1
31204,1
31206,1
31209,1
31210,1
31211,1
31214,1
31223,1
31228,1
31244,1
31254,1
31264,1
31273,1
31283,1
31290,1
31300,1
31310,1
31330,1
31340,1
31390,1
31455,1
31497,0
31498,0
31500,1
31517,0
31518,0
31520,1
31530,1
31540,1
31557,0
31558,0
31620,1
31660,1
31780,1
31830,1
31840,1
31860,1
31920,1
31921,1
31922,1
31925,1
31928,1
31932,1
31934,1
31935,1
31936,1
31938,1
31941,1
31942,1
31993,1
32031,0
32102,0
32103,1
32113,1
32213,1
32223,1
32243,1
32253,1
32263,1
32273,1
32283,1
32303,1
32313,1
32314,1
32397,1
32401,1
32404,1
32406,1
32411,1
32414,1
32417,1
32419,1
32422,1
32423,1
32424,1
32430,1
32461,1
32471,1
32481,1
32491,1
32531,1
32541,1
32581,1
32591,1
32601,1
32691,1
32701,1
32711,1
32801,1
32811,1
32821,1
32831,1
32861,1
32871,1
32881,1
32901,1
32911,1
32921,0
32951,1
32961,1
32971,1
32983,1
32985,1
32986,1
32987,1
33031,1
33061,1
33081,1
33091,1
33141,1
33241,1
33291,1
33341,1
33411,1
33422,1
33463,1
33571,1
33581,1
33721,1
33731,1
33741,1
33781,1
33931,1
33961,1
33971,1
34021,1
34031,1
34131,1
34175,0
34191,1
34211,1
34221,1
34231,1
34301,1
34311,1
34321,1
34331,1
34341,1
34351,1
34372,1
34381,1
34421,1
34442,1
34511,1
34512,1
34521,1
34531,1
34541,1
34551,1
34581,1
34591,1
34611,1
34641,1
34681,1
34701,1
34761,1
34801,1
34811,1
34841,1
34851,1
34853,1
34889,0
34921,1
34971,1
34981,1
35013,0
35014,0
35016,0
35017,0
35020,0
35023,0
35024,0
35026,0
35027,0
35030,0
35033,0
35034,0
35036,0
35037,0
35040,0
35043,0
35044,0
35046,0
35047,0
35050,0
35053,0
35054,0
35056,0
35057,0
35060,0
35063,0
35064,0
35066,0
35067,0
35070,0
35073,0
35074,0
35076,0
35077,0
35080,0
35083,0
35084,0
35086,0
35087,0
35090,0
35093,0
35094,0
35096,0
35097,0
35100,0
35103,0
35104,0
35106,0
35107,0
35110,0
35113,0
35114,0
35116,0
35117,0
35120,0
35123,0
35124,0
35126,0
35127,0
35130,0
35133,0
35134,0
35136,0
35137,0
35140,0
35143,0
35144,0
35146,0
35147,0
35150,0
35153,0
35154,0
35156,0
35157,0
35160,0
35163,0
35164,0
35166,0
35167,0
35170,0
35173,0
35174,0
35176,0
35177,0
35180,0
35183,0
35184,0
35186,0
35187,0
35190,0
35193,0
35194,0
35196,0
35197,0
35200,0
35203,0
35204,0
35206,0
35207,0
35210,0
35213,0
35214,0
35216,0
35217,0
35220,0
35223,0
35224,0
35226,0
35227,0
35230,0
35233,0
35234,0
35236,0
35237,0
35240,0
35243,0
35244,0
35246,0
35247,0
35250,0
35253,0
35254,0
35256,0
35257,0
35260,0
35263,0
35264,0
35266,0
35267,0
35270,0
35273,0
35274,0
35276,0
35277,0
35280,0
35283,0
35284,0
35286,0
35287,0
35290,0
35293,0
35294,0
35296,0
35297,0
35300,0
35303,0
35304,0
35306,0
35307,0
35310,0
35313,0
35314,0
35316,0
35317,0
35320,0
35323,0
35324,0
35326,0
35327,0
35330,0
35333,0
35334,0
35336,0
35337,0
35340,0
35343,0
35344,0
35346,0
35347,0
35350,0
35353,0
35354,0
35356,0
35357,0
35360,0
35363,0
35364,0
35366,0
35367,0
35370,0
35373,0
35374,0
35376,0
35377,0
35380,0
35381,1
35463,0
35464,0
35466,0
35467,0
35470,0
35473,0
35474,0
35476,0
35477,0
35480,0
35483,0
35484,0
35486,0
35487,0
35490,0
35503,0
35504,0
35506,0
35507,0
35510,0
35513,0
35514,0
35516,0
35517,0
35520,0
35523,0
35524,0
35526,0
35527,0
35530,0
35533,0
35534,0
35536,0
35537,0
35540,0
35543,0
35544,0
35546,0
35547,0
35550,0
35553,0
35554,0
35556,0
35557,0
35560,0
35563,0
35564,0
35566,0
35567,0
35570,0
35593,0
35594,0
35596,0
35597,0
35600,0
35603,0
35604,0
35606,0
35607,0
35610,0
35611,1
35621,1
35631,1
35643,0
35644,0
35646,0
35647,0
35650,0
35653,0
35654,0
35656,0
35657,0
35660,0
35663,0
35664,0
35666,0
35667,0
35670,0
35709,0
35752,0
35831,1
35832,1
35851,1
35861,1
35871,1
35881,1
35891,1
35901,1
35941,1
35991,1
36011,1
36021,1
36031,1
36042,0
36051,1
36061,1
36071,1
36109,0
36120,0
36140,0
36159,0
36188,0
36281,1
36312,1
36321,1
36571,1
36591,1
36601,1
36621,1
36631,1
36641,1
36751,1
36761,1
36771,1
36781,1
36821,1
36831,1
36851,1
36909,0
36930,0
36991,1
37061,1
37601,1
37671,1
37711,1
37721,1
37941,1
37951,1
37981,1
37991,1
38002,1
38012,1
38031,1
38051,1
38151,1
38171,1
38331,1
38454,0
38461,1
38531,1
38541,1
38551,1
38571,1
38581,1
38601,1
38611,1
38701,1
38813,1
38903,1
38930,0
38943,1
38947,0
38993,1
39003,1
39063,1
39073,1
39103,1
39144,0
39145,0
39148,0
39153,1
39203,1
39204,0
39205,0
39207,0
39210,0
39250,0
39265,1
39544,0
39545,0
39550,0
39583,1
39584,1
39703,1
39743,1
39823,1
39863,1
39873,1
39883,1
39893,1
39903,1
39913,1
39923,1
40053,1
40063,1
40103,1
40104,1
40105,1
40123,1
40133,1
40143,1
40153,1
40253,1
40273,1
40283,1
40383,1
40504,1
40608,0
40673,1
40683,1
40693,1
40793,1
40796,1
40797,1
40798,1
40800,1
40801,1
40802,1
40864,0
40870,0
41233,1
41234,1
41333,1
41343,1
41363,1
41373,1
41383,1
41403,1
41433,1
41443,1
41523,1
41524,1
41562,0
41574,1
41584,1
41614,1
41704,1
41744,1
41784,1
41814,0
41844,1
41874,1
41904,1
41914,1
41924,1
42094,1
42104,1
42154,1
42164,1
42234,1
42266,0
42269,0
42355,1
42395,1
42406,1
42415,1
42437,0
42438,0
42439,0
42440,0
42441,0
42442,0
42443,0
42457,0
42458,0
42459,0
42460,0
42461,0
42462,0
42463,0
42477,0
42478,0
42479,0
42480,0
42481,0
42482,0
42483,0
42487,0
42488,0
42489,0
42490,0
42491,0
42492,0
42493,0
42497,0
42498,0
42499,0
42500,0
42501,0
42502,0
42503,0
42517,0
42518,0
42519,0
42520,0
42521,0
42522,0
42523,0
42527,0
42528,0
42529,0
42530,0
42531,0
42532,0
42533,0
42587,0
42588,0
42589,0
42590,0
42591,0
42592,0
42593,0
42597,0
42598,0
42599,0
42600,0
42601,0
42602,0
42603,0
42645,0
42705,1
42725,1
42745,1
42755,1
42775,1
42915,1
42925,1
43005,1
43007,1
43013,1
43019,1
43024,1
43025,1
43026,1
43028,1
43029,1
43035,1
43039,1
43040,1
43041,1
43042,1
43046,1
43050,1
43051,1
43054,1
43055,1
43057,1
43065,1
43067,1
43069,1
43070,1
43075,1
43076,1
43077,1
43088,1
43089,1
43090,1
43093,1
43094,1
43098,1
43101,1
43102,1
43104,1
43106,1
43108,1
43109,1
43111,1
43115,1
43118,1
43122,1
43124,1
43125,1
43126,1
43131,1
43135,1
43139,1
43141,1
43171,1
43201,1
43225,1
43231,1
43241,1
43251,1
43261,1
43262,1
43271,1
43282,1
43301,1
43311,1
43321,1
43331,1
43341,1
43342,1
43351,1
43353,1
43371,1
43391,1
43401,1
43411,1
43412,1
43461,1
43471,1
43481,1
43491,1
43502,1
43511,1
43531,1
43541,1
43551,1
43561,1
43591,1
43651,1
43661,1
43681,1
43731,1
43811,1
43813,1
43823,1
43921,1
43941,1
44002,0
44009,0
44012,0
44019,0
44022,0
44029,0
44032,0
44039,0
44154,1
44191,1
44193,1
44221,1
44332,0
44361,1
44391,1
44511,1
44515,1
44521,1
44551,1
44601,1
44611,1
44661,1
44721,1
44731,1
44891,1
44895,1
44901,1
44911,1
44931,1
44941,1
44981,1
45016,1
45020,1
45027,1
45031,1
45034,1
45035,1
45055,1
45075,1
45095,1
45096,1
45105,1
45115,1
45145,1
45146,1
45158,0
45185,1
45232,0
45242,0
45252,0
45272,0
45275,1
45292,0
45302,0
45312,0
45322,0
45332,0
45371,1
45379,1
45393,1
45401,1
45424,1
45430,1
45435,1
45445,1
45485,1
45488,1
45516,1
45585,1
45685,1
45785,1
45795,1
45798,1
45807,0
45813,0
45827,0
45833,0
45837,0
45843,0
45852,1
45856,1
45866,1
45883,1
46016,1
46026,1
46036,1
46236,1
46266,1
46336,0
46436,1
46466,1
46526,1
46536,1
46546,1
46566,1
46606,1
46616,1
46656,1
46800,1
46810,1
46820,1
46830,1
46860,1
46870,1
47010,1
47070,1
47149,1
47185,0
47199,1
47219,1
47229,1
47269,1
47279,1
47289,1
47299,1
47309,1
47325,0
47375,0
47385,0
47405,0
47415,0
47425,0
47455,0
47533,0
47539,1
47571,1
47581,1
47591,1
47601,1
47621,1
47641,1
47651,1
47691,1
47692,1
47693,1
47723,1
47758,1
47763,1
47793,1
47803,1
47823,1
47905,0
47963,1
47985,1
48285,1
48286,1
48295,1
48315,1
48335,1
48360,1
48391,1
48394,1
48401,1
48431,1
48511,1
48521,1
48541,1
48561,1
48571,1
48591,1
48952,1
49076,0
49262,1
49263,1
49322,1
49402,1
49432,1
49452,1
49522,1
49523,1
49525,1
49527,1
49528,1
49529,1
49599,1
49609,1
49610,1
49675,0
49677,0
49685,0
49687,0
49695,0
49697,0
49705,0
49707,0
49735,0
49737,0
49739,1
49819,0
49939,1
49949,1
49959,1
49989,1
49999,1
50009,1
50019,1
50029,1
50039,1
50049,1
50071,0
50079,1
50109,1
50110,1
50113,1
50114,1
50116,1
50117,1
50118,1
50119,1
50120,1
50461,1
50491,1
50501,1
50572,1
50591,1
50701,1
50771,1
50799,0
50871,1
50971,1
50981,1
51001,1
51131,1
51171,1
51181,1
51191,1
51201,1
51211,1
51221,1
51231,1
51371,1
51381,1
51391,1
51401,1
51421,1
51431,1
51445,0
51451,1
51471,1
51491,0
51501,1
51521,1
51564,1
51574,1
51674,1
51684,1
51694,1
51864,0
52040,0
52065,1
52066,1
52089,1
52099,1
52109,1
52249,1
52369,1
52380,1
52480,1
52550,1
52570,1
52580,1
52590,1
52600,1
52610,1
52620,1
52680,1
52682,0
52690,1
52760,1
52770,1
52790,1
52791,1
52823,0
52860,1
52870,1
52890,1
52900,1
52940,1
52950,1
52980,1
53010,1
53020,1
53030,1
53041,1
53042,1
53043,1
53044,1
53057,1
53068,1
53078,1
53097,1
53107,1
53217,0
53373,0
53397,1
53427,1
53517,1
53537,1
53547,1
53597,1
53598,1
53603,1
53604,1
53606,1
53608,1
53620,1
53670,1
53680,1
53690,1
53700,1
53710,1
53720,1
53740,1
53750,1
53770,1
53781,1
53791,1
53800,1
53930,1
54001,0
54060,1
54090,1
54102,0
54110,1
54150,1
54200,1
54210,1
54220,1
54240,1
54280,1
54301,1
54303,1
54306,1
54313,1
54315,1
54317,1
54324,1
54327,1
54331,1
54332,1
54335,1
54337,1
54339,1
54369,1
54384,0
54389,1
54449,1
54477,0
54499,1
54509,1
54539,1
54559,1
54589,1
54599,1
54614,0
54659,1
54709,1
54719,1
54720,1
54721,1
54739,1
54750,1
54770,1
54780,1
54790,1
54800,1
54869,1
54909,1
54949,1
54959,1
55079,1
55119,1
55139,1
55179,1
55189,1
55199,1
55229,1
55239,1
55249,1
55259,1
55269,1
55319,1
55329,1
55339,1
55359,1
55369,1
55389,1
55399,1
55409,1
55419,1
55479,1
55489,1
55499,1
55531,0
55549,1
55601,1
55609,1
55619,1
55629,1
55639,1
55649,1
55669,1
55699,1
55728,1
55738,1
55759,1
55778,1
55779,1
55788,1
55798,1
55808,1
55818,1
55828,1
55838,1
55848,1
55878,1
55918,1
55928,1
55938,1
55968,1
55998,1
56018,1
56038,1
56048,1
56088,1
56100,1
56103,1
56106,1
56107,1
56110,1
56111,1
56112,1
56114,1
56116,1
56120,1
56122,1
56123,1
56126,1
56127,1
56129,1
56130,1
56134,1
56138,1
56142,1
56143,1
56145,1
56147,1
56153,1
56154,1
56157,1
56163,1
56167,1
56169,1
56171,1
56176,1
56178,1
56179,1
56180,1
56181,1
56185,1
56188,1
56201,1
56211,1
56222,0
56231,1
56232,1
56233,1
56251,1
56261,1
56264,1
56301,1
56341,1
56371,1
56391,1
56401,1
56411,1
56451,1
56461,1
56462,1
56471,1
56481,1
56491,1
56541,1
56561,1
56621,1
56731,1
56751,1
56781,1
56822,1
56851,1
56861,1
56902,0
56911,1
56931,1
56991,1
57011,1
57160,0
57262,0
57281,1
57282,1
57371,1
57404,1
57471,1
57481,1
57491,1
57511,1
57521,1
57541,1
57561,1
58041,1
58051,1
58091,1
58101,1
58171,1
58181,1
58281,1
58291,1
58301,1
58322,0
58333,0
58341,1
58351,1
58362,0
58401,1
58412,0
58421,1
58441,1
58501,1
58552,0
58559,0
58571,1
58601,1
58611,1
58690,0
58722,0
58811,1
58851,1
58901,1
58909,1
58910,1
58911,1
58912,1
58914,1
58916,1
58926,1
58986,1
58989,1
58996,1
59002,1
59016,1
59017,1
59056,1
59060,1
59096,1
59106,1
59126,1
59129,1
59144,0
59156,1
59166,1
59177,0
59196,1
59226,1
59255,0
59376,1
59436,1
59476,1
59486,1
59516,1
59526,1
59536,1
59557,1
59577,0
59587,1
59618,1
59646,1
59676,1
59686,1
59696,1
59698,1
59744,0
59750,0
59752,0
59753,0
59766,1
59948,1
59959,1
60042,0
60050,0
60122,0
60123,0
60127,0
60130,0
60152,1
60153,1
60154,1
60157,1
60159,1
60160,1
60161,1
60162,1
60165,1
60168,1
60183,1
60276,1
60279,1
60316,1
60343,0
60426,1
60436,1
60466,1
60486,1
60496,1
60606,1
60626,1
60656,1
60666,1
60705,1
60736,1
60776,1
60777,1
60778,1
60779,1
60781,1
60783,1
60784,1
60785,1
60786,1
60789,1
60791,1
60793,1
60795,1
60797,1
60799,1
60800,1
60802,1
60803,1
60804,1
60805,1
60806,1
60807,1
60810,1
60811,1
60819,1
60820,1
60821,1
60827,1
60841,1
60861,0
60862,0
60864,0
60866,0
60867,0
60869,0
60881,1
60891,1
60901,1
60912,1
60962,1
60971,1
60981,1
61001,1
61330,0
61331,1
61341,1
61351,1
61361,1
61541,1
61551,1
61571,1
61602,1
61611,1
61641,1
61661,1
61671,1
61682,1
61721,1
61731,1
61741,1
61743,1
61745,1
61746,1
61747,1
61748,1
61749,1
61750,1
61753,1
61755,1
61756,1
61758,1
61765,1
61769,1
61773,1
61775,1
61780,1
61785,1
61788,1
61789,1
61790,1
61792,1
61799,1
61800,1
61802,1
61803,1
61804,1
61806,1
61811,1
61817,1
61819,1
61821,1
61822,1
61828,1
61833,1
61834,1
61835,1
61836,1
61838,1
61839,1
61840,1
61842,1
61843,1
61844,1
61845,1
61847,1
61849,1
61850,1
61851,1
61852,1
61854,1
61856,1
61858,1
61860,1
61862,1
61866,1
61869,1
61871,1
61880,1
61882,1
61886,1
61887,1
61889,1
61894,1
61895,1
61899,1
61901,1
61908,1
61910,1
61911,1
61912,1
61913,1
61915,1
61916,1
61919,1
61924,1
61925,1
61928,1
61929,1
61940,1
61942,1
61943,1
61945,1
61948,1
61953,1
61954,1
61955,1
61956,1
61961,1
61965,1
61966,1
61971,1
61973,1
61981,1
61985,1
61987,1
61989,1
61991,1
61994,1
61995,1
61999,1
62001,1
62004,1
62010,1
62011,1
62012,1
62013,1
62019,1
62021,1
62022,1
62024,1
62031,1
62033,1
62035,1
62036,1
62037,1
62038,1
62039,1
62041,1
62043,1
62048,1
62049,1
62063,1
62066,1
62069,1
62070,1
62071,1
62074,1
62080,1
62081,1
62083,1
62084,1
62085,1
62090,1
62091,1
62093,1
62094,1
62096,1
62097,1
62099,1
62101,1
62105,1
