index,entry,combineScore,trueLabel
27.0,<entry1>  [SC] Rod Stewart - The Tears of Hercules - PO - OCT 2021  <entry2> <artistName>  Rod Stewart  <trackName>  The Tears Of Hercules,1.0,1.0
68.0,<entry1>  Neil Young Barn Album_Crazy Horse Heading West_Youtube_InStream Ad_awareness  <entry2> <artistName>  Neil Young  <trackName>  Crazy,1.0,0.0
87.0,<entry1>  REC118 D2C NINHO JEFE _ Website traffic-Search  <entry2> <artistName>  Ninho  <trackName>  Jefe,1.0,1.0
117.0,<entry1>  Oma geht Steil x Mastodon - Pushing the Tides_Youtube_Discovery Ad_awareness  <entry2> <artistName>  Mastodon  <trackName>  Pushing the Tides,1.0,1.0
137.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] - P2 - R - 0062L00000WCn3qQAD [Canada]  <entry2> <artistName>  GAYLE  <trackName>  abcdefu,1.0,1.0
147.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Karl Killing  <trackName>  friday nights,1.0,1.0
177.0,<entry1>  [SC] David Bowie - Brilliant Adventure - PO - NOV 2021  <entry2> <artistName>  David Bowie  <trackName>  Brilliant Adventure,1.0,1.0
207.0,<entry1>  YT - Jireel - Dagar i regn - BOOST  <entry2> <artistName>  Jireel  <trackName>  Dagar i regn,1.0,1.0
237.0,<entry1>  Benson Boone - Ghost Town - SW  <entry2> <artistName>  Benson Boone  <trackName>  Ghost Town,1.0,1.0
247.0,<entry1>  WMP - Reach - Sia - Snowman  <entry2> <artistName>  Sia  <trackName>  Snowman,1.0,1.0
287.0,<entry1>  PLUMAS LIKE | CLICK  <entry2> <artistName>  Plumas  <trackName>  Like,1.0,1.0
307.0,<entry1>  Surf Curse - Freaks (feat Travis Barker)_TikTok_In-Feed Ad_clicks  <entry2> <artistName>  Surf Curse  <trackName>  Freaks,1.0,1.0
377.0,<entry1>  Ed Sheeran Overpass Graffiti  <entry2> <artistName>  Ed Sheeran  <trackName>  Overpass Graffiti,1.0,1.0
407.0,<entry1>  [Indonesia] WrAR - Johnny Stimson - Material Things [Clicks] - P1 - R - 0062L00000VIrjPQAT  <entry2> <artistName>  Johnny Stimson  <trackName>  Material Things,1.0,1.0
417.0,<entry1>  [Thailand] WrAR - Johnny Stimson - Material Things [Clicks] - P1 - R - 0062L00000VIrjPQAT  <entry2> <artistName>  Johnny Stimson  <trackName>  Material Things,1.0,1.0
427.0,<entry1>  [Philippines] WrAR - Johnny Stimson - Material Things [Clicks] - P1 - R - 0062L00000VIrjPQAT  <entry2> <artistName>  Johnny Stimson  <trackName>  Material Things,1.0,1.0
437.0,<entry1>  [Malaysia] WrAR - Johnny Stimson - Material Things [Clicks] - P1 - R - 0062L00000VIrjPQAT  <entry2> <artistName>  Johnny Stimson  <trackName>  Material Things,1.0,1.0
537.0,<entry1>  Atln - flowerkid - everyone has a breaking point EP - P1 - R - 0062L00000WCkECQA1 [IG Reels/IG Stories][USA]  <entry2> <artistName>  Eels  <trackName>  Flower,1.0,0.0
617.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] (Phase 2 - iTunes) [IG Reels] - P2 - R - 0062L00000WCn3qQAD [United States]  <entry2> <artistName>  GAYLE  <trackName>  abcdefu,1.0,1.0
627.0,<entry1>  Atln - GAYLE - Abcdefu [Pt. 2] (Phase 2 - iTunes) [FB/IG/IGS] - P2 - R - 0062L00000WCn3qQAD [United States]  <entry2> <artistName>  GAYLE  <trackName>  abcdefu,1.0,1.0
677.0,<entry1>  Warner Music Canada: Charmaine - Bad Mentality (Canada)  <entry2> <artistName>  Tal  <trackName>  War,1.0,0.0
678.0,<entry1>  Warner Music Canada: Charmaine - Bad Mentality (Canada)  <entry2> <artistName>  TAL  <trackName>  War,1.0,0.0
687.0,<entry1>  WrNa - Dan + Shay - Pick Out A Christmas Tree [Amazon Music] + Officially Christmas - P1 - R - 0062L00000WC8iZQAT  <entry2> <artistName>  Dan + Shay  <trackName>  Officially Christmas,1.0,1.0
688.0,<entry1>  WrNa - Dan + Shay - Pick Out A Christmas Tree [Amazon Music] + Officially Christmas - P1 - R - 0062L00000WC8iZQAT  <entry2> <artistName>  Dan + Shay  <trackName>  Pick Out a Christmas Tree,1.0,1.0
752.0,<entry1>  Robert Plant Alison Krauss Raise Album Pre Order_Facebook_Promoted Post_awareness  <entry2> <artistName>  USS  <trackName>  Us,1.0,0.0
767.0,<entry1>  Karl Killing - friday nights-EE-WMB  <entry2> <artistName>  Karl Killing  <trackName>  friday nights,1.0,1.0
787.0,<entry1>  Karl Killing - friday nights-IGS-EE-WMB  <entry2> <artistName>  Karl Killing  <trackName>  friday nights,1.0,1.0
797.0,<entry1>  Ilta - Taivas maan päällä - teaser - IGS  <entry2> <artistName>  Ilta  <trackName>  Taivas maan päällä,1.0,1.0
857.0,<entry1>  Ilta - Taivas maan päällä  - teaser - FB  <entry2> <artistName>  Ilta  <trackName>  Taivas maan päällä,1.0,1.0
867.0,<entry1>  Miss Caffeina - POR SI - SGL- NOV 2021  <entry2> <artistName>  Miss Caffeina  <trackName>  Por si,1.0,1.0
977.0,<entry1>  2614 | WMA ads | HW | The Walters | I Love You So | P067968  <entry2> <artistName>  The Walters  <trackName>  I Love You So,1.0,1.0
987.0,<entry1>  Eltr - Trivium - The Phalanx - P1 - R - 0062L00000VfZb7QAF [Artist Targeting]  <entry2> <artistName>  Trivium  <trackName>  The Phalanx,1.0,1.0
997.0,<entry1>  2021 - Joel Corry - I Wish  <entry2> <artistName>  Joel Corry  <trackName>  I Wish,1.0,1.0
